ExpeditionID,StationID,ScientificName,Date,Latitude,Longitude,region,Depth,d13C,d15N,Trophic_group
ACE_2017,270,Odontaster penicillatus,2017-01-07,-51.1347,71.8448,Kerguelen,214,-19.22,11.37,Omnivore
ACE_2017,270,Acodontaster sp6,2017-01-07,-51.1347,71.8448,Kerguelen,214,-16.8,14.1,Pelagic-Carnivore1
ACE_2017,270,Acodontaster sp6,2017-01-07,-51.1347,71.8448,Kerguelen,214,-13.95,13.66,Pelagic-Carnivore1
ACE_2017,270,Smilasterias triremis,2017-01-07,-51.1347,71.8448,Kerguelen,214,-18.7,10.72,Carnivore1
ACE_2017,272,Acodontaster sp6,2017-01-07,-51.1471,71.758,Kerguelen,207,-17.06,12.45,Pelagic-Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-17.77,11.07,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-18.85,10.2,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-18.04,10.51,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-17.18,11.22,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-18.64,10.65,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-18.51,10.88,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-18.39,10.82,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-18.8,10.64,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-18.22,10.83,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-18.72,10.75,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-18.89,11.44,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-17.83,11.09,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-18.64,10.29,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-16.75,10.91,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-18.09,11.52,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-18.57,10.25,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-19.01,10.72,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-18.85,10.68,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-18.82,10.22,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-17.92,10.37,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-18.55,10.77,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-19.56,10.93,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-17.97,9.89,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-18.37,10.64,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-17.79,9.61,Carnivore1
ACE_2017,272,Odontaster penicillatus,2017-01-07,-51.1471,71.758,Kerguelen,207,-18.49,10.88,Omnivore
ACE_2017,272,Odontaster penicillatus,2017-01-07,-51.1471,71.758,Kerguelen,207,-19.01,11.45,Omnivore
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-18.35,10.59,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-17.08,10.64,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-18.43,11.01,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-19.29,10.27,Carnivore1
ACE_2017,272,Bathybiaster vexillifer,2017-01-07,-51.1471,71.758,Kerguelen,207,-21.32,9.04,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-18.02,10.63,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-18.34,10.99,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-19.56,10.09,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-17.11,10.6,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-18.22,9.93,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-18.5,10.86,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-17.32,11.07,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-17.22,11.12,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-18.05,10.56,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-17.18,11.19,Carnivore1
ACE_2017,272,Lophaster sp,2017-01-07,-51.1471,71.758,Kerguelen,207,-19.9,10.27,Omnivore
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-19.33,9.8,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-16.43,11.42,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-18.29,11.01,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-18.61,10.98,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-18.1,10.63,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-18.72,9.88,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-18.09,10.63,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-19.53,10.27,Carnivore1
ACE_2017,272,Pteraster sp,2017-01-07,-51.1471,71.758,Kerguelen,207,-20.73,11.99,Pelagic-Carnivore2
ACE_2017,272,Glabraster antarctica,2017-01-07,-51.1471,71.758,Kerguelen,207,-19.25,10.76,Omnivore
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-18.54,10.25,Carnivore1
ACE_2017,272,Glabraster antarctica,2017-01-07,-51.1471,71.758,Kerguelen,207,-18.53,10.41,Omnivore
ACE_2017,272,Odontaster penicillatus,2017-01-07,-51.1471,71.758,Kerguelen,207,-19.68,12.56,Omnivore
ACE_2017,272,Odontaster penicillatus,2017-01-07,-51.1471,71.758,Kerguelen,207,-19.05,10.56,Omnivore
ACE_2017,272,Perknaster sp,2017-01-07,-51.1471,71.758,Kerguelen,207,-18.72,10.2,Pelagic-Carnivore1
ACE_2017,272,Perknaster sp,2017-01-07,-51.1471,71.758,Kerguelen,207,-19.51,10.3,Pelagic-Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-18.32,10.53,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-18.07,10.5,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-18.16,9.9,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-18,10.67,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-18.53,10.48,Carnivore1
ACE_2017,272,Smilasterias triremis,2017-01-07,-51.1471,71.758,Kerguelen,207,-18.7,10.43,Carnivore1
ACE_2017,274,Smilasterias triremis,2017-01-07,-51.1434,71.8443,Kerguelen,214,-19.35,9.74,Carnivore1
ACE_2017,274,Smilasterias triremis,2017-01-07,-51.1434,71.8443,Kerguelen,214,-19.34,10.55,Carnivore1
ACE_2017,274,Rhopiella hirsuta,2017-01-07,-51.1434,71.8443,Kerguelen,214,-17.7,11.86,?
ACE_2017,274,Odontaster penicillatus,2017-01-07,-51.1434,71.8443,Kerguelen,214,-19.48,9.35,Omnivore
ACE_2017,274,Odontaster penicillatus,2017-01-07,-51.1434,71.8443,Kerguelen,214,-17.65,11.84,Omnivore
ACE_2017,274,Odontaster penicillatus,2017-01-07,-51.1434,71.8443,Kerguelen,214,-18.94,11.1,Omnivore
ACE_2017,274,Odontaster penicillatus,2017-01-07,-51.1434,71.8443,Kerguelen,214,-19.58,10.9,Omnivore
ACE_2017,274,Odontaster penicillatus,2017-01-07,-51.1434,71.8443,Kerguelen,214,-18.46,10.47,Omnivore
ACE_2017,274,Glabraster antarctica,2017-01-07,-51.1434,71.8443,Kerguelen,214,-19.88,10.01,Omnivore
ACE_2017,274,Smilasterias triremis,2017-01-07,-51.1434,71.8443,Kerguelen,214,-19.8,9.89,Carnivore1
ACE_2017,316,Bathybiaster vexillifer,2017-01-08,-52.3515,74.7873,Kerguelen,204,-17.92,11.55,Carnivore1
ACE_2017,1210,Psilaster charcoti clade 3,2017-02-03,-66.1606,162.1788,Young Island,357,-20.15,10.19,Deposit-feeder
ACE_2017,1210,Cheiraster sp,2017-02-03,-66.1606,162.1788,Young Island,357,-22.01,8.38,Carnivore1
ACE_2017,1210,Cheiraster sp,2017-02-03,-66.1606,162.1788,Young Island,357,-21.66,7.83,Carnivore1
ACE_2017,1212,Cheiraster sp,2017-02-03,-66.1481,162.2009,Young Island,500,-21.08,9.15,Carnivore1
ACE_2017,1212,Cheiraster sp,2017-02-03,-66.1481,162.2009,Young Island,500,-20.14,10.03,Carnivore1
ACE_2017,1212,Cheiraster sp,2017-02-03,-66.1481,162.2009,Young Island,500,-20.9,8.91,Carnivore1
ACE_2017,1212,Cheiraster sp,2017-02-03,-66.1481,162.2009,Young Island,500,-20.88,9.8,Carnivore1
ACE_2017,1212,Psilaster charcoti clade 3,2017-02-03,-66.1481,162.2009,Young Island,600,-18.56,12.57,Deposit-feeder
ACE_2017,1212,Psilaster charcoti clade 3,2017-02-03,-66.1481,162.2009,Young Island,600,-18.06,12.73,Deposit-feeder
ACE_2017,1212,Bathybiaster loripes,2017-02-03,-66.1481,162.2009,Young Island,600,-16.6,13.54,Deposit-feeder
ACE_2017,1530,Lysasterias sp1,2017-02-11,-73.162,-126.9777,Siple Island (Admundsen),270,-20.2,11.16,Omnivore
ACE_2017,1530,Solaster sp,2017-02-11,-73.162,-126.9777,Siple Island (Admundsen),270,-19.9,15.01,Carnivore1
ACE_2017,1532,Notasterias sp2,2017-02-12,-73.2015,-127.2673,Siple Island (Admundsen),340,-20.31,12.9,Pelagic-Omnivore
ACE_2017,1532,Odontaster sp,2017-02-12,-73.2015,-127.2673,Siple Island (Admundsen),340,-19.06,16.56,Omnivore
ACE_2017,1532,Lophaster sp,2017-02-12,-73.2015,-127.2673,Siple Island (Admundsen),340,-22.12,14.48,Omnivore
ACE_2017,1532,Pteraster sp,2017-02-12,-73.2015,-127.2673,Siple Island (Admundsen),340,-21.52,16.85,Pelagic-Carnivore2
ACE_2017,1532,Undetermined,2017-02-12,-73.2015,-127.2673,Siple Island (Admundsen),340,-19.41,16.73,?
ACE_2017,2037,Henricia sp,2017-02-20,-56.2591,-69.6584,Patagonia,170,-16.87,9.35,Pelagic-Omnivore
ACE_2017,2037,Solaster sp,2017-02-20,-56.2591,-69.6584,Patagonia,170,-18.27,11.88,Carnivore1
ACE_2017,2373,Labidiaster annulatus,2017-03-07,-57.1532,-26.764,Iles sandwichs du Sud,188,-23.55,8.85,Carnivore1
ACE_2017,2373,Labidiaster annulatus,2017-03-07,-57.1532,-26.764,Iles sandwichs du Sud,188,-22.95,9.72,Carnivore1
ACE_2017,2375,Lysasterias sp3,2017-03-07,-57.1641,-26.7936,Iles sandwichs du Sud,326,-21.46,10.52,Omnivore
ACE_2017,2375,Remaster gourdoni,2017-03-07,-57.1641,-26.7936,Iles sandwichs du Sud,326,-22.56,12.27,?
ACE_2017,2375,Odontaster pearsei,2017-03-07,-57.1641,-26.7936,Iles sandwichs du Sud,326,-19.92,12.59,Omnivore
ACE_2017,2375,Odontaster sp,2017-03-07,-57.1641,-26.7936,Iles sandwichs du Sud,326,-20.44,12.99,Omnivore
ACE_2017,2375,Labidiaster annulatus,2017-03-07,-57.1641,-26.7936,Iles sandwichs du Sud,326,-23.68,9.58,Carnivore1
ACE_2017,2375,Labidiaster annulatus,2017-03-07,-57.1641,-26.7936,Iles sandwichs du Sud,326,-23.76,9.49,Carnivore1
ACE_2017,2375,Labidiaster annulatus,2017-03-07,-57.1641,-26.7936,Iles sandwichs du Sud,326,-23.49,9.64,Carnivore1
ACE_2017,2377,Labidiaster annulatus,2017-03-07,-57.1491,-26.7425,Iles sandwichs du Sud,277,-23.66,8.88,Carnivore1
ACE_2017,2377,Labidiaster annulatus,2017-03-07,-57.1491,-26.7425,Iles sandwichs du Sud,277,-23.19,10.57,Carnivore1
ACE_2017,2377,Labidiaster annulatus,2017-03-07,-57.1491,-26.7425,Iles sandwichs du Sud,277,-23.25,9.01,Carnivore1
ACE_2017,2377,Labidiaster annulatus,2017-03-07,-57.1491,-26.7425,Iles sandwichs du Sud,277,-23.29,9.92,Carnivore1
ACE_2017,2377,Remaster gourdoni,2017-03-07,-57.1491,-26.7425,Iles sandwichs du Sud,277,-22.91,11.03,?
ACE_2017,2377,Odontaster sp,2017-03-07,-57.1491,-26.7425,Iles sandwichs du Sud,277,-22.01,11.68,Omnivore
ACE_2017,2377,Odontaster sp,2017-03-07,-57.1491,-26.7425,Iles sandwichs du Sud,277,-21.67,11.21,Omnivore
ACE_2017,2377,Odontaster sp,2017-03-07,-57.1491,-26.7425,Iles sandwichs du Sud,277,-21.26,11.54,Omnivore
ACE_2017,2377,Odontaster sp,2017-03-07,-57.1491,-26.7425,Iles sandwichs du Sud,277,-22.02,11.55,Omnivore
ACE_2017,2377,Remaster gourdoni,2017-03-07,-57.1491,-26.7425,Iles sandwichs du Sud,277,-23.91,10.69,?
ACE_2017,2377,Odontaster sp3,2017-03-07,-57.1491,-26.7425,Iles sandwichs du Sud,277,-23.21,11.15,Omnivore
ACE_2017,2377,Odontaster sp,2017-03-07,-57.1491,-26.7425,Iles sandwichs du Sud,277,-20.35,12.75,Omnivore
ACE_2017,2377,Odontaster sp3,2017-03-07,-57.1491,-26.7425,Iles sandwichs du Sud,277,-20.87,12.25,Omnivore
ACE_2017,2377,Odontaster sp,2017-03-07,-57.1491,-26.7425,Iles sandwichs du Sud,277,-20.68,12.55,Omnivore
ACE_2017,2377,Odontaster sp,2017-03-07,-57.1491,-26.7425,Iles sandwichs du Sud,277,-22.03,9.85,Omnivore
ACE_2017,2377,Odontaster sp,2017-03-07,-57.1491,-26.7425,Iles sandwichs du Sud,277,-21.22,11.33,Omnivore
ACE_2017,2377,Odontaster sp,2017-03-07,-57.1491,-26.7425,Iles sandwichs du Sud,277,-20.88,11.89,Omnivore
ACE_2017,2377,Diplasterias sp2,2017-03-07,-57.1491,-26.7425,Iles sandwichs du Sud,277,-21.7,8.61,Omnivore
ACE_2017,2379,Leptychaster flexuosus,2017-03-07,-59.4692,-27.3283,Iles sandwichs du Sud,130,-22.25,10.62,Deposit-feeder
ACE_2017,2379,Leptychaster flexuosus,2017-03-07,-59.4692,-27.3283,Iles sandwichs du Sud,130,-21.48,11.06,Deposit-feeder
ACE_2017,2379,Leptychaster flexuosus,2017-03-07,-59.4692,-27.3283,Iles sandwichs du Sud,130,-21.23,10.74,Deposit-feeder
ACE_2017,2379,Leptychaster flexuosus,2017-03-07,-59.4692,-27.3283,Iles sandwichs du Sud,130,-20.38,12.15,Deposit-feeder
ACE_2017,2379,Diplasterias sp2,2017-03-07,-59.4692,-27.3283,Iles sandwichs du Sud,130,-22.33,7.79,Omnivore
ACE_2017,2379,Diplasterias sp2,2017-03-07,-59.4692,-27.3283,Iles sandwichs du Sud,130,-22.39,6.6,Omnivore
ACE_2017,2379,Diplasterias sp2,2017-03-07,-59.4692,-27.3283,Iles sandwichs du Sud,130,-22.3,7.19,Omnivore
ACE_2017,2379,Diplasterias sp2,2017-03-07,-59.4692,-27.3283,Iles sandwichs du Sud,130,-22.38,5.69,Omnivore
ACE_2017,2379,Labidiaster annulatus,2017-03-07,-59.4692,-27.3283,Iles sandwichs du Sud,130,-23.04,9.32,Carnivore1
ACE_2017,2379,Labidiaster annulatus,2017-03-07,-59.4692,-27.3283,Iles sandwichs du Sud,130,-23.52,9.69,Carnivore1
ACE_2017,2379,Labidiaster annulatus,2017-03-07,-59.4692,-27.3283,Iles sandwichs du Sud,130,-23.12,8.74,Carnivore1
ACE_2017,2589,Diplasterias sp2,2017-03-08,-59.4687,-27.2867,Iles sandwichs du Sud,173,-22.94,7.86,Omnivore
ACE_2017,2589,Glabraster antarctica,2017-03-08,-59.4687,-27.2867,Iles sandwichs du Sud,173,-21.95,10.68,Omnivore
ACE_2017,2589,Diplasterias sp2,2017-03-08,-59.4687,-27.2867,Iles sandwichs du Sud,173,-23.16,6.6,Omnivore
ACE_2017,2589,Diplasterias sp2,2017-03-08,-59.4687,-27.2867,Iles sandwichs du Sud,173,-22.42,7.48,Omnivore
ACE_2017,2589,Diplasterias sp2,2017-03-08,-59.4687,-27.2867,Iles sandwichs du Sud,173,-22.16,8,Omnivore
ACE_2017,2589,Odontaster sp,2017-03-08,-59.4687,-27.2867,Iles sandwichs du Sud,173,-23.66,8.9,Omnivore
ACE_2017,2591,Diplasterias sp2,2017-03-08,-59.4677,-27.2879,Iles sandwichs du Sud,132,-21.87,7.96,Omnivore
ACE_2017,2591,Diplasterias sp2,2017-03-08,-59.4677,-27.2879,Iles sandwichs du Sud,132,-22.61,7.91,Omnivore
ACE_2017,2591,Diplasterias sp2,2017-03-08,-59.4677,-27.2879,Iles sandwichs du Sud,132,-23.69,7.69,Omnivore
ACE_2017,2591,Diplasterias sp2,2017-03-08,-59.4677,-27.2879,Iles sandwichs du Sud,132,-23.61,7.77,Omnivore
ACE_2017,2591,Diplasterias sp2,2017-03-08,-59.4677,-27.2879,Iles sandwichs du Sud,132,-22.94,7.01,Omnivore
ACE_2017,2591,Diplasterias sp2,2017-03-08,-59.4677,-27.2879,Iles sandwichs du Sud,132,-23,7.48,Omnivore
ACE_2017,2591,Psilaster charcoti clade 2,2017-03-08,-59.4677,-27.2879,Iles sandwichs du Sud,132,-20.79,11.77,Deposit-feeder
ACE_2017,2766,Diplasterias sp2,2017-03-11,-54.4239,3.5425,Ile Bouvet,240,-22.87,8.51,Omnivore
ACE_2017,2766,Glabraster antarctica,2017-03-11,-54.4239,3.5425,Ile Bouvet,240,-22.98,9.12,Omnivore
ACE_2017,2766,Odontaster sp,2017-03-11,-54.4239,3.5425,Ile Bouvet,240,-20.3,12.61,Omnivore
ACE_2017,2766,Cuenotaster involutus,2017-03-11,-54.4239,3.5425,Ile Bouvet,240,-23.14,11.61,Carnivore1
ACE_2017,2766,Cuenotaster involutus,2017-03-11,-54.4239,3.5425,Ile Bouvet,240,-23.49,11.19,Carnivore1
ACE_2017,2766,Cuenotaster involutus,2017-03-11,-54.4239,3.5425,Ile Bouvet,240,-23.06,11.39,Carnivore1
ACE_2017,2768,Psilaster charcoti clade 2,2017-03-11,-54.4249,3.5241,Ile Bouvet,327,-20.73,11.88,Deposit-feeder
ACE_2017,2768,Leptychaster flexuosus,2017-03-11,-54.4249,3.5241,Ile Bouvet,327,-22.88,10.94,Deposit-feeder
ACE_2017,2768,Psilaster charcoti clade 2,2017-03-11,-54.4249,3.5241,Ile Bouvet,327,-21.56,10.99,Deposit-feeder
ACE_2017,2768,Cheiraster sp,2017-03-11,-54.4249,3.5241,Ile Bouvet,327,-22.48,9.08,Carnivore1
ACE_2017,2768,Cheiraster sp,2017-03-11,-54.4249,3.5241,Ile Bouvet,327,-22.28,9.02,Carnivore1
ACE_2017,2768,Cheiraster sp,2017-03-11,-54.4249,3.5241,Ile Bouvet,327,-21.95,9.63,Carnivore1
ACE_2017,2768,Cheiraster sp,2017-03-11,-54.4249,3.5241,Ile Bouvet,327,-21.96,9.25,Carnivore1
ACE_2017,2768,Undetermined,2017-03-11,-54.4249,3.5241,Ile Bouvet,327,-22.27,9.1,?
ACE_2017,2768,Diplasterias sp2,2017-03-11,-54.4249,3.5241,Ile Bouvet,327,-22.37,8.6,Omnivore
ACE_2017,2770,Psilaster charcoti clade 2,2017-03-11,-54.4246,3.5292,Ile Bouvet,399,-21.27,11.37,Deposit-feeder
ACE_2017,2770,Psilaster charcoti clade 2,2017-03-11,-54.4246,3.5292,Ile Bouvet,399,-21.38,11.44,Deposit-feeder
ACE_2017,2770,Psilaster charcoti clade 2,2017-03-11,-54.4246,3.5292,Ile Bouvet,399,-21.67,11.46,Deposit-feeder
ACE_2017,2770,Leptychaster flexuosus,2017-03-11,-54.4246,3.5292,Ile Bouvet,399,-22.23,11.03,Deposit-feeder
ACE_2017,2770,Cheiraster sp,2017-03-11,-54.4246,3.5292,Ile Bouvet,399,-21.98,9.46,Carnivore1
ACE_2017,2770,Cheiraster sp,2017-03-11,-54.4246,3.5292,Ile Bouvet,399,-22.49,9.28,Carnivore1
ACE_2017,2770,Cheiraster sp,2017-03-11,-54.4246,3.5292,Ile Bouvet,399,-22.24,9.64,Carnivore1
ACE_2017,2770,Glabraster antarctica,2017-03-11,-54.4246,3.5292,Ile Bouvet,399,-22.05,10.33,Omnivore
ACE_2017,2770,Acodontaster sp,2017-03-11,-54.4246,3.5292,Ile Bouvet,399,-20.44,13.29,Pelagic-Carnivore1
ACE_2017,2770,Undetermined,2017-03-11,-54.4246,3.5292,Ile Bouvet,399,-21.16,11.99,?
ACE_2017,2770,Undetermined,2017-03-11,-54.4246,3.5292,Ile Bouvet,399,-20.12,12.51,?
ACE_2017,2770,Lophaster sp,2017-03-11,-54.4246,3.5292,Ile Bouvet,399,-22.96,10.86,Omnivore
ACE_2017,2770,Glabraster antarctica,2017-03-11,-54.4246,3.5292,Ile Bouvet,399,-20.98,10.63,Omnivore
ACE_2017,2770,Glabraster antarctica,2017-03-11,-54.4246,3.5292,Ile Bouvet,399,-22.46,10.36,Omnivore
ACE_2017,2770,Glabraster antarctica,2017-03-11,-54.4246,3.5292,Ile Bouvet,399,-21.72,10.92,Omnivore
ACE_2017,2770,Diplasterias sp2,2017-03-11,-54.4246,3.5292,Ile Bouvet,399,-23.09,8.76,Omnivore
ACE_2017,2770,Diplasterias sp2,2017-03-11,-54.4246,3.5292,Ile Bouvet,399,-22.81,8.97,Omnivore
ACE_2017,2770,Cuenotaster involutus,2017-03-11,-54.4246,3.5292,Ile Bouvet,399,-23.79,8.74,Carnivore1
ACE_2017,2770,Odontaster sp,2017-03-11,-54.4246,3.5292,Ile Bouvet,399,-21.35,12.44,Omnivore
ANDEEP-III,S102,Freyella attenuata,2005-03-06,-65.5215,-36.6067,Atlantic Bassin,4797,-23.55,15.12,Pelagic-Suspension-feeder
ANDEEP-III,S121,Psilaster charcoti clade 1,2005-03-14,-63.6238,-50.7518,South Orkney,2617,-20.8,11.78,Deposit-feeder
ANDEEP-III,S121,Pterasteridae,2005-03-14,-63.6238,-50.7518,South Orkney,2617,-18.32,17.08,?
ANDEEP-III,S142,Dytaster felix,2005-03-18,-62.2082,-49.4195,South Orkney,3404,-18.21,9.48,Omnivore
ANDEEP-III,S142,Psalidaster mordax,2005-03-18,-62.2082,-49.4195,South Orkney,3404,-21.52,8.93,?
ANDEEP-III,S142,Lophaster stellans,2005-03-18,-62.2082,-49.4195,South Orkney,3404,-21.09,14.55,Omnivore
ANDEEP-III,S142,Lophaster stellans,2005-03-18,-62.2082,-49.4195,South Orkney,3404,-22.09,14.01,Omnivore
ANDEEP-III,S142,Lophaster stellans,2005-03-18,-62.2082,-49.4195,South Orkney,3404,-21.52,15.07,Omnivore
ANDEEP-III,S142,Lophaster stellans,2005-03-18,-62.2082,-49.4195,South Orkney,3404,-21.72,13.47,Omnivore
